"","STATE","AGE","SEX","PER_TYP","INJ_SEV","ST_CASE","MONTH","DAY","HOUR","MINUTE","YEAR"
"47",1,23,1,1,0,10021,1,25,13,45,2009
"48",1,36,2,1,4,10022,1,26,13,30,2009
"49",1,79,1,1,4,10023,1,2,12,37,2009
"50",1,78,2,2,3,10023,1,2,12,37,2009
"51",1,28,1,1,0,10023,1,2,12,37,2009
"52",1,21,1,1,0,10024,1,13,10,25,2009
"53",1,999,9,2,0,10024,1,13,10,25,2009
"54",1,999,9,2,0,10024,1,13,10,25,2009
"55",1,51,1,1,4,10024,1,13,10,25,2009
"56",1,20,1,1,4,10025,1,16,16,50,2009
"57",1,12,1,2,3,10025,1,16,16,50,2009
"58",1,50,2,1,0,10025,1,16,16,50,2009
"59",1,51,1,2,1,10025,1,16,16,50,2009
"60",1,999,9,2,0,10025,1,16,16,50,2009
"61",1,66,1,1,0,10025,1,16,16,50,2009
"62",1,62,2,2,1,10025,1,16,16,50,2009
"63",1,22,1,1,0,10025,1,16,16,50,2009
"64",1,48,1,1,0,10026,1,12,14,35,2009
"65",1,59,1,1,4,10026,1,12,14,35,2009
"66",1,52,1,1,0,10026,1,12,14,35,2009
"67",1,32,1,1,4,10027,1,9,20,3,2009
"68",1,38,1,1,4,10028,1,19,9,34,2009
"69",1,81,1,5,4,10029,1,4,15,0,2009
"70",1,26,2,1,0,10029,1,4,15,0,2009
"71",1,9,2,2,3,10029,1,4,15,0,2009
"72",1,10,2,2,3,10029,1,4,15,0,2009
"73",1,36,1,1,0,10030,1,17,1,15,2009
"74",1,56,1,1,3,10030,1,17,1,15,2009
"75",1,34,1,2,3,10030,1,17,1,15,2009
"76",1,47,2,2,4,10030,1,17,1,15,2009
"77",1,31,2,1,3,10031,1,22,5,59,2009
"78",1,59,1,1,4,10031,1,22,5,59,2009
"79",1,29,1,1,3,10031,1,22,5,59,2009
"80",1,23,1,1,4,10032,1,24,4,15,2009
"81",1,16,1,2,4,10032,1,24,4,15,2009
"82",1,37,1,1,3,10033,1,27,10,0,2009
"83",1,29,1,2,3,10033,1,27,10,0,2009
"84",1,28,1,2,4,10033,1,27,10,0,2009
"85",1,27,1,1,3,10033,1,27,10,0,2009
"86",1,46,1,1,4,10034,1,4,16,37,2009
"87",1,81,1,5,4,10035,1,5,18,57,2009
"88",1,78,1,1,0,10035,1,5,18,57,2009
"89",1,54,2,1,4,10036,1,19,19,7,2009
"90",1,23,1,1,3,10036,1,19,19,7,2009
"91",1,62,2,5,4,10038,2,4,5,38,2009
"92",1,51,2,1,0,10038,2,4,5,38,2009
"93",1,28,1,1,3,10039,1,29,6,5,2009
"94",1,16,2,1,4,10039,1,29,6,5,2009
"95",1,45,1,1,3,10040,1,29,11,24,2009
"96",1,20,2,2,4,10040,1,29,11,24,2009
"97",1,47,1,1,0,10040,1,29,11,24,2009
"98",1,29,1,1,4,10041,1,30,1,21,2009
"99",1,53,1,1,4,10042,2,1,13,30,2009
"100",1,42,1,1,0,10042,2,1,13,30,2009
"101",1,999,9,2,0,10042,2,1,13,30,2009
"102",1,51,1,1,4,10043,1,31,19,0,2009
"103",1,45,1,1,3,10043,1,31,19,0,2009
"104",1,57,2,2,3,10043,1,31,19,0,2009
"105",1,17,2,2,3,10043,1,31,19,0,2009
"106",1,43,1,1,4,10044,2,1,21,10,2009
"107",1,30,1,1,3,10045,2,2,6,30,2009
"108",1,72,1,1,4,10045,2,2,6,30,2009
"109",1,42,2,1,4,10046,2,3,12,52,2009
"110",1,51,1,1,4,10047,2,4,11,2,2009
"111",1,22,1,1,4,10048,2,4,3,40,2009
"112",1,17,2,1,3,10049,2,4,15,19,2009
"113",1,18,2,2,4,10049,2,4,15,19,2009
"114",1,19,2,2,4,10049,2,4,15,19,2009
"115",1,17,2,2,4,10049,2,4,15,19,2009
"116",1,18,2,2,4,10049,2,4,15,19,2009
"117",1,35,1,1,4,10050,2,5,5,49,2009
"118",1,24,1,1,3,10050,2,5,5,49,2009
"119",1,25,1,2,3,10050,2,5,5,49,2009
"120",1,40,1,1,3,10051,2,6,19,10,2009
"121",1,58,2,1,4,10051,2,6,19,10,2009
"122",1,61,1,1,4,10052,2,7,16,10,2009
"123",1,29,1,1,4,10053,2,7,14,40,2009
"124",1,28,1,1,0,10053,2,7,14,40,2009
"125",1,22,2,1,0,10054,2,8,12,5,2009
"126",1,999,9,2,0,10054,2,8,12,5,2009
"127",1,46,1,1,4,10054,2,8,12,5,2009
"128",1,42,2,2,3,10054,2,8,12,5,2009
"129",1,23,1,1,4,10055,2,10,0,25,2009
"130",1,62,2,1,4,10056,2,11,10,45,2009
"131",1,28,1,5,4,10057,2,12,22,5,2009
"132",1,23,2,1,0,10057,2,12,22,5,2009
"133",1,21,1,1,4,10058,2,14,5,0,2009
"134",1,19,1,1,4,10059,2,16,13,38,2009
"135",1,73,1,1,3,10059,2,16,13,38,2009
"136",1,70,2,2,3,10059,2,16,13,38,2009
"137",1,58,1,1,4,10060,2,19,19,30,2009
"138",1,34,1,1,4,10061,2,22,2,50,2009
"139",1,56,1,1,4,10062,2,23,3,45,2009
"140",1,21,1,1,4,10063,2,25,19,30,2009
"141",1,42,1,1,3,10063,2,25,19,30,2009
"142",1,55,1,1,4,10064,2,25,0,2,2009
"143",1,73,1,1,4,10065,2,20,15,28,2009
"144",1,52,1,1,0,10065,2,20,15,28,2009
"145",1,40,1,1,0,10066,1,6,17,16,2009
"146",1,42,1,1,4,10066,1,6,17,16,2009
"147",1,16,2,2,3,10066,1,6,17,16,2009
"148",1,10,2,2,1,10066,1,6,17,16,2009
"149",1,23,1,1,1,10066,1,6,17,16,2009
"150",1,22,2,2,1,10066,1,6,17,16,2009
"151",1,36,1,1,0,10066,1,6,17,16,2009
"152",1,79,2,1,4,10067,1,23,14,0,2009
"153",1,41,2,1,0,10067,1,23,14,0,2009
"154",1,999,9,2,0,10067,1,23,14,0,2009
"155",1,999,9,2,0,10067,1,23,14,0,2009
"156",1,999,9,2,0,10067,1,23,14,0,2009
"157",1,999,9,2,0,10067,1,23,14,0,2009
"158",1,22,1,1,4,10068,1,31,2,49,2009
"159",1,20,1,2,3,10068,1,31,2,49,2009
"160",1,29,1,1,2,10069,3,4,17,11,2009
"161",1,35,1,1,2,10069,3,4,17,11,2009
"162",1,87,2,2,4,10069,3,4,17,11,2009
"163",1,63,2,1,4,10070,1,26,14,51,2009
"164",1,34,1,1,2,10071,1,9,20,27,2009
"165",1,50,1,2,4,10071,1,9,20,27,2009
"166",1,27,2,1,1,10071,1,9,20,27,2009
"167",1,40,2,5,4,10072,1,10,20,21,2009
"168",1,54,1,1,0,10072,1,10,20,21,2009
"169",1,47,1,1,4,10073,2,23,12,25,2009
"170",1,46,2,1,4,10074,2,24,15,5,2009
"171",1,57,2,1,4,10075,2,19,16,15,2009
"172",1,49,1,1,3,10075,2,19,16,15,2009
"173",1,18,1,1,4,10076,2,10,1,47,2009
"174",1,58,1,1,4,10077,2,12,5,50,2009
"175",1,25,1,1,0,10077,2,12,5,50,2009
"176",1,999,9,2,0,10077,2,12,5,50,2009
"177",1,999,9,2,0,10077,2,12,5,50,2009
"178",1,999,9,2,0,10077,2,12,5,50,2009
"179",1,999,1,2,3,10077,2,12,5,50,2009
"180",1,22,1,1,4,10078,2,15,2,27,2009
"181",1,29,1,1,4,10079,2,16,0,4,2009
"182",1,20,2,1,4,10080,2,17,16,4,2009
"183",1,17,2,1,3,10080,2,17,16,4,2009
"184",1,30,1,1,2,10081,2,19,2,45,2009
"185",1,38,1,2,4,10081,2,19,2,45,2009
"186",1,36,1,2,4,10081,2,19,2,45,2009
"187",1,41,2,1,4,10082,1,31,22,9,2009
"188",1,64,1,1,3,10082,1,31,22,9,2009
"189",1,61,2,2,3,10082,1,31,22,9,2009
"190",1,28,1,1,0,10083,2,8,18,13,2009
"191",1,68,1,1,4,10083,2,8,18,13,2009
"192",1,31,1,1,3,10084,2,11,12,15,2009
"193",1,26,1,2,4,10084,2,11,12,15,2009
"194",1,20,1,2,3,10084,2,11,12,15,2009
"195",1,39,1,2,3,10084,2,11,12,15,2009
"196",1,58,1,2,3,10084,2,11,12,15,2009
"197",1,22,1,1,3,10084,2,11,12,15,2009
"198",1,20,1,1,4,10085,2,11,21,30,2009
"199",1,35,1,1,4,10086,2,13,0,10,2009
"200",1,34,1,1,3,10087,2,14,17,0,2009
"201",1,42,2,2,4,10087,2,14,17,0,2009
"202",1,75,2,1,3,10088,2,15,17,45,2009
"203",1,72,2,2,3,10088,2,15,17,45,2009
"204",1,74,1,2,3,10088,2,15,17,45,2009
"205",1,46,1,1,3,10088,2,15,17,45,2009
"206",1,74,1,1,4,10088,2,15,17,45,2009
"207",1,73,2,2,3,10088,2,15,17,45,2009
"208",1,77,2,1,4,10089,2,16,18,24,2009
"209",1,46,1,1,3,10089,2,16,18,24,2009
"210",1,36,2,1,4,10090,2,18,15,54,2009
"211",1,79,1,1,4,10091,2,21,0,5,2009
"212",1,62,1,2,3,10091,2,21,0,5,2009
"213",1,82,1,2,3,10091,2,21,0,5,2009
"214",1,22,1,1,4,10092,2,19,17,44,2009
"215",1,40,1,1,0,10092,2,19,17,44,2009
"216",1,18,1,5,4,10093,2,19,20,45,2009
"217",1,55,2,1,0,10093,2,19,20,45,2009
"218",1,35,1,1,4,10094,2,24,0,1,2009
"219",1,41,2,1,4,10095,2,24,8,10,2009
"220",1,29,2,1,4,10096,2,25,22,15,2009
"221",1,72,1,1,4,10097,2,27,7,0,2009
"222",1,23,1,1,4,10097,2,27,7,0,2009
"223",1,42,1,1,4,10098,2,27,15,10,2009
"224",1,18,2,1,4,10099,2,28,10,55,2009
"225",1,19,2,2,4,10099,2,28,10,55,2009
"226",1,23,1,1,0,10099,2,28,10,55,2009
"227",1,999,1,2,0,10099,2,28,10,55,2009
"228",1,44,2,2,3,10099,2,28,10,55,2009
"229",1,73,1,1,3,10100,2,28,18,28,2009
"230",1,69,2,2,3,10100,2,28,18,28,2009
"231",1,29,1,2,4,10100,2,28,18,28,2009
"232",1,20,2,1,0,10100,2,28,18,28,2009
"233",1,23,1,1,4,10101,3,7,3,25,2009
"234",1,22,1,1,0,10101,3,7,3,25,2009
"235",1,32,2,1,4,10102,3,1,2,10,2009
"236",1,19,1,1,4,10103,3,5,11,45,2009
"237",1,35,2,5,4,10104,3,5,21,0,2009
"238",1,47,1,1,0,10104,3,5,21,0,2009
"239",1,999,9,2,0,10104,3,5,21,0,2009
"240",1,16,2,1,4,10105,3,5,7,10,2009
"241",1,61,2,1,0,10105,3,5,7,10,2009
"242",1,20,1,1,4,10106,3,6,17,0,2009
"243",1,48,1,1,1,10107,3,7,0,37,2009
"244",1,32,1,2,3,10107,3,7,0,37,2009
"245",1,30,1,2,4,10107,3,7,0,37,2009
"246",1,59,1,1,4,10108,3,7,18,5,2009
"247",1,17,2,1,4,10109,3,15,14,54,2009
"248",1,24,1,1,4,10110,3,7,23,6,2009
"249",1,43,2,1,4,10111,3,8,11,5,2009
"250",1,999,9,2,0,10111,3,8,11,5,2009
"251",1,24,1,1,4,10112,3,8,11,4,2009
"252",1,36,1,1,4,10113,3,8,18,53,2009
"253",1,19,1,1,4,10114,3,8,3,30,2009
"254",1,37,1,1,4,10115,3,8,18,50,2009
"255",1,24,1,1,4,10116,3,9,0,30,2009
"256",1,45,1,2,4,10116,3,9,0,30,2009
"257",1,4,1,5,4,10117,3,9,19,0,2009
"258",1,41,1,1,0,10117,3,9,19,0,2009
"259",1,63,1,1,4,10118,3,9,18,40,2009
"260",1,28,1,1,4,10119,3,9,3,40,2009
"261",1,999,2,2,0,10119,3,9,3,40,2009
"262",1,48,1,1,4,10120,3,11,13,45,2009
"263",1,64,1,1,4,10121,3,11,18,15,2009
"264",1,16,1,1,4,10122,3,12,11,10,2009
"265",1,13,2,1,4,10123,3,13,23,5,2009
"266",1,54,1,1,4,10124,3,13,19,49,2009
"267",1,54,2,2,4,10124,3,13,19,49,2009
"268",1,19,1,1,4,10125,3,13,23,30,2009
"269",1,58,1,1,3,10126,3,14,23,34,2009
"270",1,20,1,2,4,10126,3,14,23,34,2009
"271",1,18,1,2,3,10126,3,14,23,34,2009
"272",1,25,2,1,3,10127,3,15,8,7,2009
"273",1,25,2,2,4,10127,3,15,8,7,2009
"274",1,54,1,1,0,10127,3,15,8,7,2009
"275",1,62,2,1,4,10128,3,15,17,40,2009
"276",1,33,1,1,4,10129,3,15,20,15,2009
"277",1,33,2,2,3,10129,3,15,20,15,2009
"278",1,23,1,1,3,10130,3,15,5,0,2009
"279",1,27,2,2,3,10130,3,15,5,0,2009
"280",1,32,2,2,4,10130,3,15,5,0,2009
"281",1,27,1,1,3,10131,3,15,11,30,2009
"282",1,21,1,2,3,10131,3,15,11,30,2009
"283",1,34,2,2,4,10131,3,15,11,30,2009
"284",1,19,2,1,0,10131,3,15,11,30,2009
"285",1,40,1,1,4,10132,3,17,20,5,2009
"286",1,72,1,1,4,10133,3,18,9,25,2009
"287",1,53,1,1,1,10133,3,18,9,25,2009
"288",1,37,2,1,0,10133,3,18,9,25,2009
"289",1,999,9,2,0,10133,3,18,9,25,2009
"290",1,78,1,1,4,10134,1,5,6,15,2009
"291",1,75,2,2,4,10134,1,5,6,15,2009
"292",1,19,1,1,3,10135,1,11,5,46,2009
"293",1,34,2,1,4,10135,1,11,5,46,2009
"294",1,67,1,5,4,10136,1,26,5,33,2009
"295",1,999,9,1,0,10136,1,26,5,33,2009
"296",1,41,2,1,4,10137,1,31,16,0,2009
"297",1,50,1,1,4,10138,3,19,13,50,2009
"298",1,25,2,1,4,10139,3,21,8,45,2009
"299",1,30,1,1,0,10140,3,21,2,10,2009
"300",1,29,2,2,4,10140,3,21,2,10,2009
"301",1,44,1,1,4,10141,3,21,18,12,2009
"302",1,17,2,1,3,10142,3,22,13,19,2009
"303",1,17,2,2,4,10142,3,22,13,19,2009
"304",1,36,1,1,4,10143,3,22,14,20,2009
"305",1,18,1,1,4,10144,3,24,17,40,2009
"306",1,19,1,2,3,10144,3,24,17,40,2009
"307",1,20,2,1,4,10145,3,24,9,43,2009
"308",1,56,1,1,0,10145,3,24,9,43,2009
"309",1,62,1,1,4,10146,3,26,12,30,2009
"310",1,16,2,1,4,10147,3,26,16,10,2009
"311",1,14,1,2,3,10147,3,26,16,10,2009
"312",1,14,1,5,4,10148,3,27,19,30,2009
"313",1,20,1,1,0,10148,3,27,19,30,2009
"314",1,999,9,2,0,10148,3,27,19,30,2009
"315",1,999,9,2,0,10148,3,27,19,30,2009
"316",1,46,1,1,4,10149,3,27,16,45,2009
"317",1,55,1,5,4,10150,3,27,6,34,2009
"318",1,49,1,1,0,10150,3,27,6,34,2009
"319",1,52,1,1,4,10151,3,28,5,30,2009
"320",1,37,1,1,4,10152,3,29,9,10,2009
"321",1,17,1,1,3,10153,3,30,15,30,2009
"322",1,19,1,2,3,10153,3,30,15,30,2009
"323",1,19,1,2,3,10153,3,30,15,30,2009
"324",1,16,1,1,3,10153,3,30,15,30,2009
"325",1,12,2,2,4,10153,3,30,15,30,2009
"326",1,12,2,2,3,10153,3,30,15,30,2009
"327",1,46,2,1,4,10154,3,31,14,30,2009
"328",1,59,1,1,1,10154,3,31,14,30,2009
"329",1,42,1,1,0,10155,3,25,9,30,2009
"330",1,59,1,1,4,10155,3,25,9,30,2009
"331",1,62,2,1,4,10156,3,26,22,45,2009
"332",1,18,1,1,4,10157,3,3,19,0,2009
"333",1,27,1,2,3,10157,3,3,19,0,2009
"334",1,18,2,2,3,10157,3,3,19,0,2009
"335",1,89,2,1,4,10158,3,18,14,30,2009
"336",1,42,2,1,3,10158,3,18,14,30,2009
"337",1,61,1,1,4,10159,3,20,12,30,2009
"338",1,16,2,1,3,10160,3,25,17,27,2009
"339",1,7,2,2,4,10160,3,25,17,27,2009
"340",1,48,2,1,3,10160,3,25,17,27,2009
"341",1,18,1,1,4,10161,3,29,14,0,2009
"342",1,16,2,2,3,10161,3,29,14,0,2009
"343",1,16,1,2,3,10161,3,29,14,0,2009
"344",1,15,2,2,3,10161,3,29,14,0,2009
"345",1,50,1,1,4,10162,3,27,23,10,2009
"346",1,16,2,1,3,10162,3,27,23,10,2009
"347",1,15,2,2,4,10162,3,27,23,10,2009
"348",1,19,1,1,3,10162,3,27,23,10,2009
"349",1,19,1,2,1,10162,3,27,23,10,2009
"350",1,19,1,2,3,10162,3,27,23,10,2009
"351",1,18,1,2,1,10162,3,27,23,10,2009
"352",1,36,1,1,4,10163,3,30,9,37,2009
"353",1,35,1,1,0,10163,3,30,9,37,2009
"354",1,25,1,1,0,10164,4,17,20,59,2009
"355",1,32,1,2,0,10164,4,17,20,59,2009
"356",1,19,1,1,4,10164,4,17,20,59,2009
"357",1,16,2,2,4,10164,4,17,20,59,2009
"358",1,41,2,1,4,10165,4,1,0,1,2009
"359",1,20,1,1,4,10166,4,2,1,15,2009
"360",1,22,1,2,3,10166,4,2,1,15,2009
"361",1,18,2,1,4,10167,4,4,22,15,2009
"362",1,26,1,1,4,10168,4,6,2,30,2009
"363",1,24,2,1,4,10169,4,7,22,30,2009
"364",1,62,1,1,3,10169,4,7,22,30,2009
"365",1,55,2,2,3,10169,4,7,22,30,2009
"366",1,27,2,1,3,10170,4,8,16,20,2009
"367",1,999,9,2,0,10170,4,8,16,20,2009
"368",1,5,2,2,4,10170,4,8,16,20,2009
"369",1,64,1,1,4,10171,4,1,4,57,2009
"370",1,78,1,1,4,10172,3,2,8,45,2009
"371",1,24,1,1,0,10172,3,2,8,45,2009
"372",1,45,1,1,3,10173,3,4,20,5,2009
"373",1,16,1,1,3,10173,3,4,20,5,2009
"374",1,16,1,2,4,10173,3,4,20,5,2009
"375",1,40,1,1,0,10174,3,21,17,20,2009
"376",1,66,1,2,3,10174,3,21,17,20,2009
"377",1,34,1,2,4,10174,3,21,17,20,2009
"378",1,35,1,2,3,10174,3,21,17,20,2009
"379",1,67,1,1,4,10175,3,23,15,10,2009
"380",1,46,2,1,4,10176,3,25,11,0,2009
"381",1,14,1,2,4,10176,3,25,11,0,2009
"382",1,16,2,2,3,10176,3,25,11,0,2009
"383",1,32,2,1,4,10177,4,1,19,35,2009
"384",1,11,1,2,3,10177,4,1,19,35,2009
"385",1,6,1,2,3,10177,4,1,19,35,2009
"386",1,21,2,5,4,10178,4,3,22,30,2009
"387",1,55,1,1,0,10178,4,3,22,30,2009
"388",1,22,1,1,4,10179,4,4,0,25,2009
"389",1,76,1,1,4,10180,4,4,15,45,2009
"390",1,33,1,1,4,10181,4,5,2,35,2009
"391",1,46,2,2,3,10181,4,5,2,35,2009
"392",1,26,1,1,4,10182,4,5,2,0,2009
"393",1,33,2,1,4,10183,4,8,14,5,2009
"394",1,30,2,1,4,10184,4,9,20,16,2009
"395",1,27,1,1,4,10185,4,10,1,0,2009
"396",1,52,2,5,4,10186,4,10,22,45,2009
"397",1,45,1,1,0,10186,4,10,22,45,2009
"398",1,56,1,1,4,10187,4,11,0,4,2009
"399",1,37,1,1,0,10187,4,11,0,4,2009
"400",1,999,9,2,0,10187,4,11,0,4,2009
"401",1,61,1,1,4,10188,4,11,15,30,2009
"402",1,37,2,2,3,10188,4,11,15,30,2009
"403",1,43,1,2,4,10188,4,11,15,30,2009
"404",1,48,2,5,4,10189,4,12,23,45,2009
"405",1,51,1,1,0,10189,4,12,23,45,2009
"406",1,43,1,1,4,10190,4,12,16,50,2009
"407",1,73,1,1,4,10191,4,13,15,45,2009
"408",1,51,1,1,4,10192,4,13,13,10,2009
"409",1,16,2,1,4,10193,4,14,21,30,2009
"410",1,31,1,1,4,10194,4,16,21,55,2009
"411",1,33,1,2,4,10194,4,16,21,55,2009
"412",1,16,1,1,4,10195,4,16,19,20,2009
"413",1,18,2,1,0,10195,4,16,19,20,2009
"414",1,999,9,2,0,10195,4,16,19,20,2009
"415",1,999,9,2,0,10195,4,16,19,20,2009
"416",1,59,2,1,4,10196,4,16,22,45,2009
"417",1,18,1,5,4,10197,4,17,13,45,2009
"418",1,71,1,1,0,10197,4,17,13,45,2009
"419",1,58,2,1,0,10197,4,17,13,45,2009
"420",1,999,9,2,0,10197,4,17,13,45,2009
"421",1,76,1,1,4,10198,4,17,10,30,2009
"422",1,48,2,1,4,10199,4,17,21,14,2009
"423",1,63,2,1,4,10200,4,18,23,55,2009
"424",1,40,1,1,4,10201,4,18,17,30,2009
"425",1,999,1,2,0,10201,4,18,17,30,2009
"426",1,44,1,1,4,10202,4,18,15,52,2009
"427",1,23,2,2,3,10202,4,18,15,52,2009
"428",1,56,1,1,4,10203,4,19,6,30,2009
"429",1,19,1,1,4,10204,4,21,5,10,2009
"430",1,20,1,2,4,10204,4,21,5,10,2009
"431",1,39,1,1,0,10204,4,21,5,10,2009
"432",1,33,1,1,4,10205,4,22,22,45,2009
"433",1,29,1,1,4,10206,4,25,3,0,2009
"434",1,55,1,1,1,10207,4,27,10,45,2009
"435",1,54,2,2,3,10207,4,27,10,45,2009
"436",1,84,1,1,4,10207,4,27,10,45,2009
"437",1,45,1,1,1,10207,4,27,10,45,2009
"438",1,25,2,1,1,10207,4,27,10,45,2009
"439",1,25,1,1,0,10207,4,27,10,45,2009
"440",1,25,1,1,4,10208,1,25,4,45,2009
"441",1,25,2,2,4,10208,1,25,4,45,2009
"442",1,20,1,1,0,10209,3,24,2,13,2009
"443",1,27,1,2,3,10209,3,24,2,13,2009
"444",1,20,1,1,3,10209,3,24,2,13,2009
"445",1,21,1,2,3,10209,3,24,2,13,2009
"446",1,22,1,2,4,10209,3,24,2,13,2009
"447",1,18,1,2,3,10209,3,24,2,13,2009
"448",1,19,1,1,3,10210,4,2,19,32,2009
"449",1,19,1,2,4,10210,4,2,19,32,2009
"450",1,28,2,1,0,10210,4,2,19,32,2009
"451",1,28,2,1,3,10211,4,14,23,5,2009
"452",1,23,1,2,4,10211,4,14,23,5,2009
"453",1,20,2,2,3,10211,4,14,23,5,2009
"454",1,63,1,5,4,10212,4,17,20,20,2009
"455",1,999,9,1,0,10212,4,17,20,20,2009
"456",1,53,1,1,0,10212,4,17,20,20,2009
"457",1,999,9,1,0,10212,4,17,20,20,2009
"458",1,82,1,1,0,10212,4,17,20,20,2009
"459",1,49,1,5,4,10213,4,18,20,40,2009
"460",1,45,1,1,0,10213,4,18,20,40,2009
"461",1,999,9,2,0,10213,4,18,20,40,2009
"462",1,25,1,1,4,10214,4,18,1,30,2009
"463",1,33,1,2,4,10214,4,18,1,30,2009
"464",1,30,1,2,4,10214,4,18,1,30,2009
"465",1,999,9,1,0,10214,4,18,1,30,2009
"466",1,37,2,1,4,10215,4,18,6,40,2009
"467",1,44,2,1,3,10215,4,18,6,40,2009
"468",1,73,2,2,4,10215,4,18,6,40,2009
"469",1,21,1,1,4,10216,4,20,20,25,2009
"470",1,22,1,2,3,10216,4,20,20,25,2009
"471",1,51,1,1,0,10216,4,20,20,25,2009
"472",1,46,2,1,4,10217,4,24,18,40,2009
"473",1,13,1,2,3,10217,4,24,18,40,2009
"474",1,14,1,2,3,10217,4,24,18,40,2009
"475",1,14,1,2,3,10217,4,24,18,40,2009
"476",1,24,1,5,4,10218,4,25,2,25,2009
"477",1,59,1,1,0,10218,4,25,2,25,2009
"478",1,24,2,1,4,10219,4,25,12,45,2009
"479",1,3,1,2,3,10219,4,25,12,45,2009
"480",1,58,2,1,4,10220,4,25,14,0,2009
"481",1,38,1,1,4,10221,4,26,1,30,2009
"482",1,56,2,1,4,10222,4,28,9,5,2009
"483",1,46,2,1,0,10222,4,28,9,5,2009
"484",1,66,1,1,0,10223,4,29,10,24,2009
"485",1,40,1,1,4,10223,4,29,10,24,2009
"486",1,31,2,1,4,10224,4,29,2,30,2009
"487",1,52,1,1,0,10224,4,29,2,30,2009
"488",1,39,2,1,4,10225,4,30,11,55,2009
"489",1,21,2,1,3,10226,4,2,16,30,2009
"490",1,21,2,2,3,10226,4,2,16,30,2009
"491",1,3,1,2,4,10226,4,2,16,30,2009
"492",1,1,1,2,3,10226,4,2,16,30,2009
"493",1,74,1,1,3,10227,4,16,12,55,2009
"494",1,26,2,1,0,10227,4,16,12,55,2009
"495",1,999,9,2,0,10227,4,16,12,55,2009
"496",1,999,9,2,0,10227,4,16,12,55,2009
"497",1,999,9,2,0,10227,4,16,12,55,2009
"498",1,16,1,1,3,10227,4,16,12,55,2009
"499",1,65,1,2,4,10227,4,16,12,55,2009
"500",1,27,1,1,0,10228,4,18,22,27,2009
"501",1,27,1,2,4,10228,4,18,22,27,2009
"502",1,46,1,1,0,10228,4,18,22,27,2009
"503",1,999,9,2,0,10228,4,18,22,27,2009
"504",1,23,1,5,4,10229,4,25,0,50,2009
"505",1,999,9,1,0,10229,4,25,0,50,2009
"506",1,38,1,5,3,10230,5,18,3,3,2009
"507",1,40,1,5,4,10230,5,18,3,3,2009
"508",1,47,2,1,0,10230,5,18,3,3,2009
"509",1,16,2,1,3,10231,5,1,7,7,2009
"510",1,13,2,2,3,10231,5,1,7,7,2009
"511",1,11,2,2,4,10231,5,1,7,7,2009
"512",1,70,1,1,0,10232,5,2,8,25,2009
"513",1,49,1,1,4,10232,5,2,8,25,2009
