STATE,ST_CASE,DAY,MONTH,HOUR,MINUTE,AGE,SEX,PER_TYP,INJ_SEV
5,50246,17,6,16,2,4,2,2,3
5,50246,17,6,16,2,9,2,2,4
5,50246,17,6,16,2,29,1,2,2
5,50247,9,7,0,50,31,1,1,4
5,50247,9,7,0,50,30,2,2,4
5,50248,22,6,21,51,19,1,1,1
5,50248,22,6,21,51,20,2,2,4
5,50249,25,7,21,15,58,2,1,2
5,50249,25,7,21,15,67,2,2,2
5,50249,25,7,21,15,62,1,1,4
5,50250,2,8,10,49,36,1,1,0
5,50250,2,8,10,49,33,1,1,4
5,50250,2,8,10,49,10,1,2,3
5,50250,2,8,10,49,2,2,2,4
5,50251,5,8,1,50,74,2,5,4
5,50251,5,8,1,50,999,9,1,0
5,50252,23,6,0,25,17,1,1,4
5,50253,4,8,23,45,19,1,1,4
5,50254,31,7,14,15,72,1,1,4
5,50255,2,8,21,57,52,2,5,4
5,50255,2,8,21,57,21,1,1,0
5,50256,14,8,2,50,53,1,1,4
5,50256,14,8,2,50,50,1,2,4
5,50257,27,6,12,47,48,2,1,4
5,50257,27,6,12,47,8,2,2,3
5,50257,27,6,12,47,8,2,2,3
5,50257,27,6,12,47,40,1,1,4
5,50258,10,8,13,25,52,1,1,4
5,50258,10,8,13,25,42,1,1,4
5,50259,13,8,18,10,57,2,1,4
5,50260,12,8,2,0,33,1,5,4
5,50260,12,8,2,0,27,1,1,0
5,50261,17,8,13,35,21,1,1,4
5,50261,17,8,13,35,59,1,1,0
5,50261,17,8,13,35,47,1,1,0
5,50262,19,8,17,25,61,1,1,2
5,50262,19,8,17,25,26,1,1,3
5,50262,19,8,17,25,41,1,2,4
5,50263,2,6,14,42,71,1,1,3
5,50263,2,6,14,42,65,2,2,4
5,50263,2,6,14,42,21,1,1,2
5,50264,21,8,17,11,87,1,1,3
5,50264,21,8,17,11,90,2,2,4
5,50265,20,7,18,28,21,2,1,4
5,50265,20,7,18,28,20,1,2,2
5,50265,20,7,18,28,18,1,2,3
5,50265,20,7,18,28,21,1,2,2
5,50265,20,7,18,28,18,1,2,2
5,50265,20,7,18,28,2,1,2,2
5,50266,18,8,20,50,21,1,1,3
5,50266,18,8,20,50,18,2,2,4
5,50266,18,8,20,50,1,2,2,1
5,50266,18,8,20,50,32,1,1,0
5,50267,20,8,12,42,25,2,1,4
5,50267,20,8,12,42,1,1,2,1
5,50267,20,8,12,42,3,1,2,1
5,50268,15,8,4,14,33,1,1,2
5,50268,15,8,4,14,28,2,2,4
5,50269,24,8,16,30,65,1,1,4
5,50269,24,8,16,30,57,1,1,1
5,50269,24,8,16,30,57,2,2,2
5,50270,23,8,18,20,20,1,1,4
5,50271,21,8,21,51,65,1,5,4
5,50271,21,8,21,51,72,1,1,0
5,50272,18,8,22,56,20,1,1,0
5,50272,18,8,22,56,50,1,1,4
5,50273,26,8,15,5,72,1,1,4
5,50275,31,8,3,35,20,1,1,4
5,50277,3,9,23,10,25,1,5,4
5,50277,3,9,23,10,20,1,1,0
5,50278,3,6,2,3,35,1,1,1
5,50278,3,6,2,3,54,1,1,4
5,50279,14,6,1,4,54,1,1,4
5,50280,1,9,6,35,29,1,1,0
5,50280,1,9,6,35,63,1,1,4
5,50281,15,6,21,33,59,1,5,4
5,50281,15,6,21,33,52,1,1,0
5,50281,15,6,21,33,2,1,2,0
5,50282,29,8,3,42,65,1,1,4
5,50282,29,8,3,42,33,1,1,4
5,50283,26,8,8,3,50,1,1,3
5,50283,26,8,8,3,49,2,2,4
5,50284,27,6,15,5,65,1,1,4
5,50284,27,6,15,5,58,1,1,0
5,50285,24,8,12,30,56,1,1,4
5,50286,3,9,17,53,45,2,1,3
5,50286,3,9,17,53,33,2,1,4
5,50287,6,9,14,30,27,1,1,4
5,50287,6,9,14,30,20,1,2,1
5,50288,6,9,14,30,65,1,1,1
5,50288,6,9,14,30,43,2,2,4
5,50289,5,9,22,4,28,1,1,4
5,50290,21,7,16,47,23,1,1,4
5,50291,29,7,9,13,58,2,1,2
5,50291,29,7,9,13,17,2,2,2
5,50291,29,7,9,13,16,2,2,4
5,50292,7,9,15,30,42,1,1,4
5,50292,7,9,15,30,40,2,1,1
5,50292,7,9,15,30,8,2,2,0
5,50292,7,9,15,30,37,1,1,3
5,50293,7,9,16,45,69,1,1,4
5,50293,7,9,16,45,69,2,2,3
5,50294,6,9,11,40,40,1,1,4
5,50294,6,9,11,40,68,1,1,3
5,50295,6,9,21,58,27,1,5,4
5,50295,6,9,21,58,39,1,1,0
5,50296,11,9,15,15,73,1,1,4
5,50296,11,9,15,15,64,2,2,4
5,50297,10,9,19,40,25,1,1,4
5,50298,21,7,1,4,17,1,1,0
5,50298,21,7,1,4,14,1,2,0
5,50298,21,7,1,4,16,2,2,0
5,50298,21,7,1,4,17,1,2,0
5,50298,21,7,1,4,17,2,2,4
5,50299,19,7,0,20,16,1,1,4
5,50299,19,7,0,20,16,2,2,3
5,50300,28,7,0,15,17,1,1,4
5,50301,11,9,5,58,26,1,1,4
5,50301,11,9,5,58,22,2,2,3
5,50301,11,9,5,58,31,1,1,0
5,50302,10,9,20,6,39,1,5,4
5,50302,10,9,20,6,40,1,1,0
5,50302,10,9,20,6,33,1,2,0
5,50302,10,9,20,6,20,1,2,0
5,50303,9,9,21,14,33,2,5,4
5,50303,9,9,21,14,999,9,1,0
5,50304,16,9,4,30,47,1,1,4
5,50304,16,9,4,30,59,1,2,4
5,50305,24,8,11,5,65,1,1,0
5,50305,24,8,11,5,89,1,1,4
5,50306,28,8,22,25,20,1,1,0
5,50306,28,8,22,25,73,1,1,4
5,50307,13,9,22,8,47,2,1,3
5,50307,13,9,22,8,63,1,2,4
5,50308,14,9,12,30,84,2,1,4
5,50308,14,9,12,30,40,2,2,3
5,50308,14,9,12,30,67,1,1,2
5,50308,14,9,12,30,69,2,2,2
5,50309,12,9,11,28,19,1,1,2
5,50309,12,9,11,28,49,1,1,4
5,50309,12,9,11,28,51,2,2,4
5,50310,4,7,4,10,29,1,5,4
5,50310,4,7,4,10,38,1,1,0
5,50310,4,7,4,10,49,2,2,0
5,50310,4,7,4,10,45,2,2,0
5,50310,4,7,4,10,11,1,2,0
5,50310,4,7,4,10,7,1,2,0
5,50311,28,8,20,8,55,1,1,4
5,50311,28,8,20,8,49,1,1,0
5,50312,17,9,5,40,33,1,1,4
5,50312,17,9,5,40,23,1,1,4
5,50313,8,9,8,43,31,1,1,0
5,50313,8,9,8,43,34,1,1,4
5,50314,14,9,10,37,83,1,5,4
5,50314,14,9,10,37,44,2,1,0
5,50315,15,9,99,99,68,1,1,4
5,50316,16,9,18,17,28,1,5,4
5,50316,16,9,18,17,73,1,1,0
5,50317,12,7,8,52,80,2,1,3
5,50317,12,7,8,52,85,1,2,4
5,50317,12,7,8,52,17,2,1,3
5,50318,12,7,17,0,56,2,1,3
5,50318,12,7,17,0,25,1,2,2
5,50318,12,7,17,0,26,1,1,4
5,50318,12,7,17,0,55,1,1,0
5,50319,15,9,12,56,42,1,1,0
5,50319,15,9,12,56,43,1,1,3
5,50319,15,9,12,56,46,2,2,4
5,50320,17,9,13,0,20,1,1,4
5,50320,17,9,13,0,18,2,2,2
5,50320,17,9,13,0,20,1,2,2
5,50321,21,9,4,45,37,2,5,4
5,50321,21,9,4,45,64,1,1,0
5,50322,12,8,21,10,27,1,1,4
5,50323,26,9,13,40,63,1,1,4
5,50325,20,9,20,58,24,2,1,4
5,50326,30,9,16,56,59,1,1,4
5,50326,30,9,16,56,50,2,2,3
5,50327,3,10,18,50,63,1,1,4
5,50327,3,10,18,50,81,1,2,4
5,50328,26,9,5,48,73,2,1,4
5,50328,26,9,5,48,24,1,1,0
5,50329,3,10,16,20,64,1,1,4
5,50330,4,10,21,37,21,2,1,4
5,50330,4,10,21,37,72,2,1,0
5,50330,4,10,21,37,94,2,2,0
5,50330,4,10,21,37,26,1,1,2
5,50330,4,10,21,37,26,2,2,2
5,50330,4,10,21,37,2,1,2,2
5,50330,4,10,21,37,1,2,2,2
5,50331,5,10,14,10,77,2,1,4
5,50331,5,10,14,10,37,2,2,3
5,50332,5,10,12,3,84,2,1,3
5,50332,5,10,12,3,68,2,1,4
5,50333,4,10,16,30,30,1,1,4
5,50334,6,10,2,33,65,1,1,4
5,50335,9,10,10,45,71,1,1,4
5,50336,9,10,17,5,31,1,1,3
5,50336,9,10,17,5,29,1,2,3
5,50336,9,10,17,5,69,2,2,4
5,50336,9,10,17,5,2,1,2,3
5,50336,9,10,17,5,37,2,2,3
5,50338,8,10,7,30,61,1,1,4
5,50338,8,10,7,30,25,2,1,3
5,50338,8,10,7,30,3,1,2,4
5,50338,8,10,7,30,0,1,2,3
5,50338,8,10,7,30,5,1,2,3
5,50339,8,10,2,48,51,1,6,4
5,50339,8,10,2,48,999,9,1,0
5,50340,10,10,22,22,21,1,1,4
5,50340,10,10,22,22,20,2,2,1
5,50342,2,10,15,0,34,2,1,3
5,50342,2,10,15,0,50,1,1,4
5,50343,11,8,16,10,16,2,1,4
5,50344,17,8,16,9,17,2,1,4
5,50344,17,8,16,9,17,2,2,4
5,50345,27,8,15,22,56,2,1,4
5,50346,13,10,13,47,37,2,1,4
5,50347,18,10,22,55,25,2,1,4
5,50348,30,9,2,50,34,1,1,4
5,50348,30,9,2,50,28,1,2,3
5,50348,30,9,2,50,43,1,2,4
5,50348,30,9,2,50,33,1,2,4
5,50349,9,10,15,26,23,1,1,4
5,50349,9,10,15,26,13,2,2,3
5,50350,4,8,0,25,32,1,1,4
5,50351,18,10,9,11,29,1,1,2
5,50351,18,10,9,11,53,1,1,0
5,50351,18,10,9,11,35,1,1,4
5,50351,18,10,9,11,44,1,2,3
5,50352,17,10,17,30,17,1,1,2
5,50352,17,10,17,30,18,1,2,4
5,50352,17,10,17,30,45,2,1,2
5,50352,17,10,17,30,3,1,2,0
5,50352,17,10,17,30,7,1,2,0
5,50353,17,10,15,51,16,1,1,3
5,50353,17,10,15,51,40,2,1,4
5,50354,17,8,22,50,25,1,1,4
5,50355,21,8,10,57,49,2,1,2
5,50355,21,8,10,57,54,1,1,4
5,50356,21,8,13,53,47,1,1,4
5,50357,21,8,19,10,24,1,1,4
5,50358,27,8,13,50,20,1,1,4
5,50358,27,8,13,50,19,2,1,2
5,50359,28,10,4,33,64,1,1,4
5,50360,26,10,9,57,67,2,1,4
5,50360,26,10,9,57,45,2,1,3
5,50362,31,10,8,20,53,2,1,4
5,50363,1,11,10,54,64,2,5,4
5,50363,1,11,10,54,56,1,1,0
5,50364,16,9,0,25,17,1,1,4
5,50365,27,9,0,10,33,2,5,4
5,50365,27,9,0,10,53,2,1,0
5,50366,20,10,19,15,65,2,5,4
5,50366,20,10,19,15,46,1,1,0
5,50366,20,10,19,15,43,2,2,0
5,50367,20,10,12,30,28,1,1,4
5,50367,20,10,12,30,29,1,1,3
5,50368,2,11,3,45,24,2,1,3
5,50368,2,11,3,45,49,2,2,4
5,50368,2,11,3,45,25,1,2,1
5,50369,3,11,1,35,33,1,1,4
5,50370,29,1,10,29,58,1,1,4
5,50371,28,10,17,54,58,1,1,4
5,50371,28,10,17,54,53,2,1,0
5,50371,28,10,17,54,42,2,2,0
5,50372,9,9,19,45,23,1,1,4
5,50372,9,9,19,45,21,1,1,3
5,50373,4,10,20,58,48,1,1,0
5,50373,4,10,20,58,26,1,1,4
5,50374,28,10,21,1,25,1,5,4
5,50374,28,10,21,1,23,2,1,1
5,50375,8,11,9,59,26,1,1,4
5,50375,8,11,9,59,46,1,1,2
5,50376,7,11,6,30,34,1,1,4
5,50377,11,11,3,10,32,1,1,3
5,50377,11,11,3,10,53,1,1,3
5,50377,11,11,3,10,40,2,2,4
5,50378,2,9,18,29,1,1,5,4
5,50378,2,9,18,29,21,2,1,0
5,50379,1,9,6,30,48,1,1,4
5,50380,12,11,18,0,28,1,5,4
5,50380,12,11,18,0,48,2,1,0
5,50381,12,11,15,15,58,1,1,4
5,50381,12,11,15,15,44,1,1,0
5,50382,14,11,18,25,49,1,1,3
5,50382,14,11,18,25,26,1,1,4
5,50383,14,11,21,40,57,1,1,4
5,50383,14,11,21,40,56,1,2,4
5,50384,17,11,17,50,68,2,5,4
5,50384,17,11,17,50,53,1,1,0
5,50384,17,11,17,50,20,1,2,0
5,50385,15,11,5,0,58,1,1,4
5,50386,29,10,14,10,40,1,5,4
5,50387,9,9,0,30,28,1,1,4
5,50387,9,9,0,30,35,2,2,4
5,50388,19,11,15,5,22,1,1,0
5,50388,19,11,15,5,53,1,1,1
5,50388,19,11,15,5,50,2,2,4
5,50388,19,11,15,5,27,2,2,1
5,50388,19,11,15,5,5,2,2,0
5,50389,19,11,2,28,26,1,1,4
5,50390,19,11,12,4,34,2,1,4
5,50390,19,11,12,4,34,1,1,3
5,50390,19,11,12,4,7,2,2,2
5,50390,19,11,12,4,16,1,1,4
5,50390,19,11,12,4,66,1,2,3
5,50391,12,11,14,3,33,2,1,4
5,50392,20,11,5,14,80,1,5,4
5,50392,20,11,5,14,45,1,1,0
5,50393,19,11,11,10,40,1,1,4
5,50394,27,11,8,31,60,2,1,4
5,50395,26,11,20,12,60,1,1,4
5,50395,26,11,20,12,23,1,1,1
5,50395,26,11,20,12,21,2,2,1
5,50396,10,9,13,5,76,2,1,0
5,50396,10,9,13,5,44,1,1,4
5,50397,20,11,22,45,32,2,5,4
5,50397,20,11,22,45,49,1,1,0
5,50397,20,11,22,45,51,2,2,0
5,50398,26,11,5,25,21,1,1,4
5,50398,26,11,5,25,58,2,1,2
5,50398,26,11,5,25,73,1,2,4
5,50398,26,11,5,25,61,2,1,2
5,50399,21,11,16,20,51,1,1,4
5,50400,18,9,16,40,58,1,1,4
5,50400,18,9,16,40,37,1,2,3
5,50401,30,11,6,47,37,1,1,2
5,50401,30,11,6,47,56,1,1,4
5,50401,30,11,6,47,23,2,1,0
5,50401,30,11,6,47,23,1,2,0
5,50402,30,11,5,28,56,1,1,4
5,50403,15,9,13,34,66,1,1,4
5,50404,1,9,18,2,75,1,1,0
5,50404,1,9,18,2,33,1,1,4
5,50405,1,12,6,27,40,1,5,4
5,50405,1,12,6,27,45,2,1,0
5,50405,1,12,6,27,19,2,2,0
5,50406,27,11,13,45,65,1,1,4
5,50406,27,11,13,45,48,1,1,0
5,50407,3,12,18,29,34,2,1,1
5,50407,3,12,18,29,42,1,1,4
5,50407,3,12,18,29,37,1,2,0
5,50407,3,12,18,29,27,1,2,3
5,50408,18,9,10,14,30,1,1,4
5,50408,18,9,10,14,64,1,1,0
5,50409,23,9,21,23,63,1,1,4
5,50410,8,12,6,35,19,1,1,4
5,50411,17,12,6,18,30,2,1,3
5,50411,17,12,6,18,49,2,2,4
5,50411,17,12,6,18,57,1,1,2
5,50412,26,9,19,32,81,1,1,0
5,50412,26,9,19,32,59,1,1,4
5,50413,15,12,2,35,24,2,1,4
5,50414,21,10,0,19,19,2,1,1
5,50414,21,10,0,19,18,1,2,1
5,50414,21,10,0,19,18,2,1,4
5,50414,21,10,0,19,18,2,2,2
5,50414,21,10,0,19,21,1,2,3
5,50414,21,10,0,19,21,1,2,0
5,50415,10,12,8,1,39,1,1,4
5,50415,10,12,8,1,39,1,1,4
5,50415,10,12,8,1,25,1,1,4
5,50415,10,12,8,1,49,1,1,0
5,50416,15,10,17,5,80,2,1,4
5,50416,15,10,17,5,23,1,1,0
5,50417,3,12,18,23,39,1,5,4
5,50417,3,12,18,23,43,2,1,1
5,50417,3,12,18,23,21,1,2,0
5,50417,3,12,18,23,14,1,2,1
5,50418,12,12,19,30,39,1,1,4
5,50418,12,12,19,30,29,2,2,2
5,50419,25,3,17,4,33,1,1,4
5,50420,24,2,23,35,23,1,1,4
5,50420,24,2,23,35,27,2,2,2
5,50421,6,12,7,57,23,2,1,1
5,50421,6,12,7,57,5,1,2,3
5,50421,6,12,7,57,71,1,1,2
5,50421,6,12,7,57,81,2,2,4
5,50422,30,10,17,0,42,1,1,4
5,50423,8,10,0,0,58,1,5,4
5,50423,8,10,0,0,38,1,1,0
5,50424,30,11,20,55,60,1,5,4
5,50424,30,11,20,55,21,2,1,0
5,50425,13,12,15,51,55,1,1,4
5,50425,13,12,15,51,48,1,1,3
5,50426,22,12,20,0,64,1,5,4
5,50426,22,12,20,0,49,2,1,0
5,50427,22,12,15,14,44,2,1,3
5,50427,22,12,15,14,88,2,1,4
5,50428,28,12,20,25,20,2,1,4
5,50428,28,12,20,25,19,2,2,4
5,50428,28,12,20,25,43,1,2,3
5,50429,4,10,18,0,28,2,1,0
5,50429,4,10,18,0,15,1,2,0
5,50429,4,10,18,0,5,1,2,4
5,50429,4,10,18,0,3,2,2,4
5,50429,4,10,18,0,18,1,2,0
5,50430,9,12,19,11,33,2,1,4
5,50430,9,12,19,11,68,1,1,3
5,50431,13,12,5,55,59,1,1,3
5,50431,13,12,5,55,62,1,1,4
5,50432,26,12,8,44,69,1,1,4
5,50432,26,12,8,44,23,1,1,4
5,50433,31,12,12,13,26,2,1,4
5,50433,31,12,12,13,42,1,1,1
5,50434,22,12,11,32,60,1,5,4
5,50434,22,12,11,32,999,9,1,0
5,50434,22,12,11,32,999,9,1,0
5,50434,22,12,11,32,19,1,1,0
5,50435,21,12,21,15,53,1,1,4
5,50435,21,12,21,15,23,2,2,3
5,50436,30,12,4,0,33,1,1,4
5,50437,5,11,5,26,41,2,1,4
5,50437,5,11,5,26,27,2,2,1
5,50437,5,11,5,26,12,1,2,2
5,50437,5,11,5,26,14,2,2,2
5,50437,5,11,5,26,11,2,2,2
5,50437,5,11,5,26,55,1,1,2
5,50438,19,11,1,16,30,2,1,4
5,50440,6,10,1,19,19,1,1,0
5,50440,6,10,1,19,18,1,2,4
5,50440,6,10,1,19,18,2,2,2
5,50440,6,10,1,19,18,1,2,0
5,50440,6,10,1,19,17,1,2,0
5,50441,13,10,14,20,38,2,1,0
5,50441,13,10,14,20,12,2,2,0
5,50441,13,10,14,20,30,1,1,0
5,50441,13,10,14,20,5,1,2,4
5,50441,13,10,14,20,2,2,2,0
5,50441,13,10,14,20,28,2,2,0
5,50442,26,10,13,3,46,1,1,4
5,50442,26,10,13,3,21,2,1,2
5,50442,26,10,13,3,50,1,2,1
5,50443,14,11,18,25,46,1,1,3
5,50443,14,11,18,25,17,1,2,4
5,50443,14,11,18,25,18,1,1,0
5,50443,14,11,18,25,30,1,2,0
5,50443,14,11,18,25,40,1,1,0
5,50444,3,11,2,45,20,1,1,4
5,50445,24,11,16,48,74,1,1,2
5,50445,24,11,16,48,72,1,1,4
5,50446,11,11,18,19,54,1,6,4
5,50446,11,11,18,19,75,1,1,0
5,50446,11,11,18,19,70,2,2,0
5,50447,6,11,6,26,41,1,1,0
5,50447,6,11,6,26,39,1,1,1
5,50447,6,11,6,26,34,1,2,0
5,50447,6,11,6,26,42,1,2,0
5,50447,6,11,6,26,44,2,1,4
5,50447,6,11,6,26,27,2,2,0
5,50447,6,11,6,26,33,2,2,0
5,50448,12,11,17,30,63,2,1,4
5,50449,21,11,17,50,18,2,1,4
5,50449,21,11,17,50,34,1,1,3
5,50450,4,12,22,54,35,2,1,3
5,50450,4,12,22,54,20,1,1,4
5,50451,31,12,12,22,37,2,1,3
5,50451,31,12,12,22,57,1,2,4
5,50451,31,12,12,22,31,2,1,2
5,50451,31,12,12,22,52,1,2,3
5,50451,31,12,12,22,1,2,2,3
5,50451,31,12,12,22,3,1,2,1
5,50452,16,12,15,16,61,1,1,4
5,50453,3,12,2,40,65,2,1,3
5,50453,3,12,2,40,8,1,2,4
5,50453,3,12,2,40,8,1,2,5
5,50453,3,12,2,40,8,1,2,5
5,50453,3,12,2,40,9,1,2,5
5,50453,3,12,2,40,9,1,2,5
5,50453,3,12,2,40,52,8,2,5
5,50453,3,12,2,40,35,2,2,5
5,50453,3,12,2,40,13,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,9,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,11,1,2,5
5,50453,3,12,2,40,10,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,11,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,11,1,2,5
5,50453,3,12,2,40,9,1,2,5
5,50453,3,12,2,40,13,1,2,5
5,50453,3,12,2,40,10,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,9,1,2,5
5,50453,3,12,2,40,10,1,2,5
5,50453,3,12,2,40,13,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,13,1,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,13,1,2,5
5,50453,3,12,2,40,42,2,2,5
5,50453,3,12,2,40,28,1,2,5
5,50453,3,12,2,40,8,1,2,5
5,50453,3,12,2,40,44,8,2,5
5,50453,3,12,2,40,39,8,2,5
5,50453,3,12,2,40,80,8,2,5
5,50453,3,12,2,40,12,1,2,5
5,50453,3,12,2,40,11,1,2,5
5,50453,3,12,2,40,10,8,2,5
5,50453,3,12,2,40,7,8,2,5
5,50453,3,12,2,40,10,8,2,5
5,50453,3,12,2,40,11,8,2,5
5,50453,3,12,2,40,11,1,2,5
5,50453,3,12,2,40,9,1,2,5
5,50453,3,12,2,40,11,8,2,5
5,50454,5,12,15,45,41,1,1,4
5,50454,5,12,15,45,41,1,1,3
5,50454,5,12,15,45,54,1,2,0
5,50454,5,12,15,45,57,1,1,0
5,50455,8,12,19,40,39,1,5,4
5,50455,8,12,19,40,54,1,1,0
5,50455,8,12,19,40,55,2,2,0
5,50456,3,11,1,27,21,1,1,1
5,50456,3,11,1,27,46,1,1,4
5,50457,20,12,23,55,19,2,1,4
5,50458,20,12,19,32,71,2,5,4
5,50458,20,12,19,32,49,2,1,0
5,50459,20,6,18,28,60,1,1,2
5,50459,20,6,18,28,65,2,2,4
5,50460,3,8,14,38,39,2,1,4
5,50460,3,8,14,38,68,2,2,4
5,50460,3,8,14,38,86,2,1,2
5,50461,12,8,2,18,59,1,1,4
5,50462,19,8,17,34,27,1,1,4
5,50463,31,12,16,27,86,1,1,4
5,50464,1,10,20,20,62,2,5,4
5,50464,1,10,20,20,64,1,1,0
5,50465,1,1,21,35,49,1,1,0
5,50465,1,1,21,35,31,1,1,4
5,50466,10,1,21,0,45,1,1,1
5,50466,10,1,21,0,24,1,1,4
5,50467,13,3,17,0,32,1,1,3
5,50467,13,3,17,0,50,1,1,4
5,50467,13,3,17,0,41,1,1,0
5,50467,13,3,17,0,59,1,1,0
5,50468,27,3,7,8,20,1,1,0
5,50468,27,3,7,8,64,1,1,4
5,50469,31,3,18,25,41,2,1,2
5,50469,31,3,18,25,44,2,2,4
5,50470,14,5,20,40,46,1,5,4
5,50470,14,5,20,40,999,9,1,0
5,50471,20,5,20,1,41,1,5,4
5,50471,20,5,20,1,4,1,5,1
5,50471,20,5,20,1,34,1,1,0
5,50472,26,5,6,20,22,2,1,4
5,50472,26,5,6,20,23,1,2,1
5,50473,30,5,11,24,51,2,1,2
5,50473,30,5,11,24,6,1,2,1
5,50473,30,5,11,24,81,2,1,4
5,50474,22,7,4,32,22,1,1,0
5,50474,22,7,4,32,24,2,2,4
5,50475,19,7,21,20,66,1,5,4
5,50475,19,7,21,20,22,1,1,0
5,50475,19,7,21,20,30,2,1,0
5,50475,19,7,21,20,11,1,2,0
5,50476,17,8,22,25,30,1,5,4
5,50476,17,8,22,25,34,1,1,0
5,50477,25,8,15,0,57,1,1,0
5,50477,25,8,15,0,56,1,1,4
5,50478,5,9,15,8,60,2,1,1
5,50478,5,9,15,8,57,1,1,1
5,50478,5,9,15,8,42,2,2,4
5,50478,5,9,15,8,39,2,1,0
5,50479,25,8,12,13,61,1,1,4
5,50479,25,8,12,13,50,2,2,3
5,50479,25,8,12,13,62,2,1,0
5,50480,19,9,17,9,41,1,1,4
5,50480,19,9,17,9,48,1,2,3
5,50481,31,10,23,15,83,1,5,4
5,50481,31,10,23,15,65,1,1,0
5,50482,25,10,20,38,29,1,5,4
5,50482,25,10,20,38,24,1,1,0
5,50483,3,12,2,20,39,1,5,4
5,50483,3,12,2,20,23,2,1,0
5,50484,19,1,8,27,37,2,1,4
5,50484,19,1,8,27,71,1,1,2
5,50485,14,2,19,20,55,1,5,4
5,50485,14,2,19,20,999,9,1,0
5,50486,18,2,18,26,17,1,1,4
5,50487,28,2,0,0,53,1,1,4
5,50488,1,9,16,28,16,1,1,3
5,50488,1,9,16,28,14,2,2,4
5,50489,26,5,19,0,26,1,1,3
5,50489,26,5,19,0,22,1,2,2
5,50489,26,5,19,0,38,2,2,4
5,50490,10,12,13,15,52,1,1,4
6,60001,7,1,7,24,74,2,1,4
6,60001,7,1,7,24,77,1,2,4
6,60002,11,1,8,25,39,1,1,4
6,60002,11,1,8,25,62,2,1,3
6,60002,11,1,8,25,76,1,2,4
6,60003,4,1,17,20,40,1,1,4
6,60003,4,1,17,20,61,1,1,3
6,60005,20,1,22,17,26,1,1,0
6,60005,20,1,22,17,29,1,1,0
6,60005,20,1,22,17,21,1,1,4
6,60006,9,1,20,15,18,1,1,4
6,60007,4,1,17,25,60,1,5,4
6,60007,4,1,17,25,30,1,1,0
6,60008,6,1,9,18,61,1,1,4
6,60009,13,1,11,9,21,1,1,4
6,60009,13,1,11,9,57,1,1,0
6,60010,20,1,15,34,47,1,1,3
6,60010,20,1,15,34,68,2,1,4
6,60011,17,1,19,37,56,1,5,4
6,60011,17,1,19,37,56,1,1,0
6,60012,31,1,15,55,60,1,1,4
6,60012,31,1,15,55,35,1,1,0
6,60013,1,1,2,8,33,1,1,4
6,60013,1,1,2,8,41,1,1,3
6,60013,1,1,2,8,38,1,2,2
6,60014,13,1,18,3,40,1,1,4
6,60015,21,1,1,38,32,1,1,1
6,60015,21,1,1,38,34,2,2,2
6,60015,21,1,1,38,64,1,1,4
6,60016,25,1,6,45,38,1,1,4
6,60016,25,1,6,45,52,2,1,2
6,60016,25,1,6,45,52,2,1,3
6,60017,2,1,15,5,64,1,1,1
6,60017,2,1,15,5,68,1,1,1
6,60017,2,1,15,5,91,2,2,4
6,60018,1,1,3,50,21,1,5,4
6,60018,1,1,3,50,999,9,1,0
6,60019,22,1,99,99,34,2,1,4
6,60020,1,1,2,5,49,1,1,4
6,60021,2,1,5,19,35,1,5,4
6,60021,2,1,5,19,999,9,1,9
6,60022,5,1,7,38,33,1,1,0
6,60022,5,1,7,38,38,1,2,0
6,60022,5,1,7,38,30,1,1,4
6,60023,22,1,19,55,34,1,1,4
6,60024,4,1,14,30,94,1,1,4
6,60025,19,1,13,47,49,1,1,4
6,60025,19,1,13,47,55,1,1,1
6,60025,19,1,13,47,26,1,1,0
6,60025,19,1,13,47,41,2,2,0
6,60026,14,1,21,15,58,2,1,4
6,60027,25,1,10,45,47,2,1,4
6,60028,13,1,17,0,54,1,5,4
6,60028,13,1,17,0,23,2,1,0
6,60028,13,1,17,0,35,2,1,0
6,60028,13,1,17,0,32,1,2,0
6,60029,3,1,13,52,23,1,1,4
6,60029,3,1,13,52,54,1,1,3
6,60030,1,2,14,35,53,1,1,0
6,60030,1,2,14,35,62,2,2,0
6,60030,1,2,14,35,65,1,1,4
6,60031,9,1,17,3,54,2,1,4
6,60031,9,1,17,3,21,1,2,3
6,60032,4,2,15,30,33,1,1,4
6,60032,4,2,15,30,31,2,2,4
6,60032,4,2,15,30,41,2,1,0
6,60032,4,2,15,30,8,2,2,0
6,60033,3,2,1,20,19,1,1,4
6,60033,3,2,1,20,20,1,2,3
6,60034,1,1,0,55,24,1,5,4
6,60034,1,1,0,55,30,1,1,0
6,60034,1,1,0,55,999,9,1,0
