STATE,ST_CASE,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LAT,LON
10,100054,30,7,2018,2,8,55,39.00058889,-75.5197
10,100055,12,8,2018,1,14,17,39.32035,-75.5541
10,100056,2,12,2018,1,20,14,39.06658611,-75.5543
10,100057,3,12,2018,2,10,53,39.80846111,-75.4528
10,100058,3,12,2018,2,17,16,38.69411111,-75.6161
10,100059,5,12,2018,4,6,43,39.65561944,-75.7514
10,100060,14,12,2018,6,0,44,39.79028889,-75.466
10,100061,14,12,2018,6,7,9,39.724,-75.6285
10,100062,14,12,2018,6,16,59,39.80183889,-75.4586
10,100063,14,12,2018,6,21,40,38.91476944,-75.5691
10,100064,4,5,2018,6,8,57,38.50676944,-75.5729
10,100065,25,5,2018,6,0,45,38.67116944,-75.071
10,100066,26,5,2018,7,10,4,38.54484722,-75.095
10,100067,1,6,2018,6,14,4,38.55856111,-75.261
10,100068,15,6,2018,6,21,56,39.22433056,-75.5767
10,100069,19,12,2018,4,17,27,38.52841944,-75.0576
10,100070,20,12,2018,5,10,55,39.71829167,-75.5806
10,100071,24,12,2018,2,21,2,39.75766111,-75.6054
10,100073,29,12,2018,7,0,16,38.45655,-75.5581
10,100074,5,9,2018,4,20,7,39.63791944,-75.779
10,100075,5,10,2018,6,11,30,39.6932,-75.6687
10,100076,18,8,2018,7,22,34,39.63023056,-75.7054
10,100077,12,8,2018,1,2,53,38.5936,-75.5445
10,100078,16,7,2018,2,3,24,39.81728056,-75.5487
10,100079,6,7,2018,6,23,59,38.83778889,-75.3174
10,100080,28,6,2018,5,6,42,38.70881944,-75.2777
10,100081,10,10,2018,4,17,55,39.74216111,-75.5414
10,100082,1,7,2018,1,16,26,39.80303889,-75.4796
10,100083,15,7,2018,1,13,16,38.52481111,-75.357
10,100084,5,8,2018,1,23,46,39.58748889,-75.7407
10,100085,11,10,2018,5,17,1,39.80979167,-75.4423
10,100086,7,9,2018,6,17,43,39.07848056,-75.5523
10,100087,25,9,2018,3,7,58,38.94766111,-75.7197
10,100088,19,10,2018,6,12,12,39.05336111,-75.505
10,100089,2,11,2018,6,21,52,38.67053889,-75.5926
10,100090,5,10,2018,6,13,18,38.95396111,-75.4265
10,100091,9,9,2018,1,11,41,38.49176111,-75.363
10,100092,22,9,2018,7,23,23,38.84365,-75.3599
10,100093,30,11,2018,6,1,24,39.61858889,-75.6438
10,100094,16,11,2018,6,22,11,39.68851944,-75.5832
10,100095,23,10,2018,3,18,38,38.69928889,-75.1703
10,100096,3,11,2018,7,6,35,38.62285,-75.2187
10,100097,5,9,2018,4,11,26,39.7844,-75.4791
10,100098,10,8,2018,6,21,55,39.7428,-75.5609
10,100099,11,8,2018,7,3,2,39.80021667,-75.4512
10,100100,2,10,2018,3,12,0,38.89626111,-75.5716
10,100101,5,11,2018,2,13,27,38.73521944,-75.3239
10,100102,13,11,2018,3,23,20,39.21673056,-75.5732
10,100103,19,11,2018,2,19,27,39.60578889,-75.6529
10,100104,21,11,2018,4,22,20,39.15611944,-75.5832
10,100105,24,11,2018,7,0,58,39.08008056,-75.6039
11,110001,7,5,2018,2,0,49,38.91549167,-76.9855
11,110003,27,3,2018,3,22,25,38.96072778,-77.0858
11,110004,3,7,2018,3,23,28,38.94549444,-77.0062
11,110005,12,9,2018,4,21,30,38.92238333,-77.0091
11,110006,16,10,2018,3,18,42,38.86616389,-76.9819
11,110007,11,1,2018,5,16,27,38.87039444,-76.9884
11,110008,2,3,2018,6,2,28,38.84336389,-76.9941
11,110009,9,3,2018,6,12,15,38.92318333,-76.9902
11,110010,25,3,2018,1,2,34,38.93869444,-77.0327
11,110011,13,4,2018,6,15,38,38.95913611,-77.0224
11,110012,4,5,2018,6,13,27,38.89642778,-76.9263
11,110013,27,5,2018,1,4,34,38.8616,-76.9957
11,110014,26,5,2018,7,4,5,38.90013056,-77.0305
11,110015,8,6,2018,6,20,30,38.90016111,-76.9914
11,110016,19,10,2018,6,2,59,38.82371944,-77.0055
11,110017,23,6,2018,7,21,30,38.90018889,-77.002
11,110018,12,10,2018,6,9,37,38.9002,-77.0336
11,110019,2,10,2018,3,21,49,38.88729167,-76.9253
11,110020,24,9,2018,2,7,31,38.89206944,-77.028
11,110021,21,9,2018,6,10,6,38.90988056,-77.0442
11,110022,12,9,2018,4,20,35,38.87188333,-76.979
11,110023,6,9,2018,5,14,35,38.83563611,-76.9829
11,110024,30,8,2018,5,15,44,38.91229722,-76.9343
11,110025,14,7,2018,7,3,8,38.87821389,-76.9811
11,110026,7,7,2018,7,10,51,38.905375,-77.0474
11,110027,4,7,2018,4,18,13,38.84914167,-76.9961
11,110028,3,7,2018,3,22,44,38.84929167,-76.9829
11,110029,9,12,2018,1,23,40,38.85370833,-76.9918
11,110030,19,12,2018,4,21,41,38.89323889,-77.0219
11,110031,3,12,2018,2,11,40,38.86385833,-76.9973
12,120001,19,1,2018,6,9,11,27.90030833,-81.6494
12,120002,16,1,2018,3,1,25,28.33282778,-81.5347
12,120004,4,2,2018,1,6,39,25.80792222,-80.2815
12,120005,28,1,2018,1,4,9,25.98816667,-80.2505
12,120007,27,1,2018,7,18,45,30.27603611,-81.8293
12,120008,6,2,2018,3,13,20,25.87390556,-80.2909
12,120009,2,2,2018,6,4,30,27.85956389,-82.6469
12,120010,2,2,2018,6,15,2,27.77181667,-82.7081
12,120011,6,2,2018,3,8,32,29.18495833,-81.0303
12,120012,6,2,2018,3,19,40,29.86451944,-82.1534
12,120013,8,2,2018,5,8,3,30.65243056,-81.4604
12,120014,7,2,2018,4,18,53,25.75076944,-80.4166
12,120015,22,1,2018,2,6,4,28.40821111,-80.8205
12,120016,24,1,2018,4,18,8,30.34068056,-84.6908
12,120017,22,1,2018,2,15,27,28.6059,-81.399
12,120018,1,1,2018,2,1,0,30.3408,-81.5892
12,120019,1,1,2018,2,11,54,26.59920556,-81.8979
12,120020,8,1,2018,2,17,25,27.51753611,-82.5631
12,120021,4,1,2018,5,16,40,29.59956111,-82.1297
12,120022,8,1,2018,2,13,58,27.44214722,-81.2998
12,120023,2,1,2018,3,18,3,28.59398056,-81.4514
12,120024,6,1,2018,7,23,27,26.43836944,-81.4417
12,120026,21,1,2018,1,20,20,29.94021944,-82.5646
12,120027,23,1,2018,3,6,12,27.81456944,-80.5484
12,120028,29,1,2018,2,21,5,28.18011389,-82.6985
12,120029,27,1,2018,7,18,15,27.57848611,-80.4955
12,120030,21,1,2018,1,3,3,30.61643056,-81.5469
12,120031,19,1,2018,6,12,57,27.47628056,-81.4733
12,120032,2,2,2018,6,10,19,28.00443611,-82.5832
12,120033,7,2,2018,4,20,4,26.491425,-80.0633
12,120034,10,2,2018,7,2,0,30.53873889,-87.3203
12,120035,1,1,2018,2,3,15,26.20826944,-80.2952
12,120036,1,1,2018,2,2,32,28.81115833,-81.3118
12,120038,1,1,2018,2,15,54,26.63773611,-82.0155
12,120039,3,1,2018,4,13,54,26.02393889,-80.2403
12,120040,2,1,2018,3,18,0,27.998675,-80.6389
12,120041,3,1,2018,4,2,58,30.1614,-81.5905
12,120042,3,1,2018,4,12,34,25.92868056,-80.1884
12,120043,4,1,2018,5,18,6,26.26052778,-80.1406
12,120044,3,1,2018,4,5,17,25.76102778,-80.4981
12,120045,3,1,2018,4,16,5,29.80011944,-85.301
12,120046,5,1,2018,6,16,16,28.3013,-82.6067
12,120047,3,1,2018,4,2,55,27.30467778,-82.5141
12,120048,6,1,2018,7,3,7,28.55232778,-81.4594
12,120049,5,1,2018,6,12,50,28.00236944,-82.3565
12,120050,2,1,2018,3,10,22,27.76229167,-82.6795
12,120051,6,1,2018,7,13,10,30.28564722,-81.8029
12,120052,7,1,2018,1,7,39,30.34464167,-81.6856
12,120053,1,1,2018,2,6,40,26.23294722,-80.1771
12,120054,8,1,2018,2,7,45,26.93594167,-82.318
12,120055,9,1,2018,3,12,5,26.00950556,-80.2316
12,120056,6,1,2018,7,2,30,25.89864444,-80.3596
12,120057,7,1,2018,1,22,27,27.98447778,-82.3731
12,120058,9,1,2018,3,8,30,30.40225,-86.9478
12,120059,1,1,2018,2,14,53,26.72318611,-81.064
12,120060,1,1,2018,2,1,16,29.60728889,-82.8183
12,120062,2,1,2018,3,19,1,25.82301111,-80.2706
12,120063,1,1,2018,2,18,25,29.98585,-81.4615
12,120064,6,1,2018,7,20,8,26.76161111,-81.4421
12,120066,5,1,2018,6,22,22,28.080475,-82.0261
12,120067,10,1,2018,4,7,28,28.50858611,-81.4189
12,120068,5,1,2018,6,21,34,27.97756667,-82.414
12,120069,3,1,2018,4,12,59,25.78588889,-80.2229
12,120070,10,1,2018,4,15,52,26.448575,-81.8171
12,120071,13,1,2018,7,16,55,30.12321944,-81.3995
12,120072,1,1,2018,2,2,30,28.79910278,-82.1035
12,120073,5,1,2018,6,11,11,27.535775,-80.6125
12,120074,7,1,2018,1,15,30,26.07663056,-81.7046
12,120075,10,1,2018,4,20,51,28.17203889,-81.2761
12,120076,8,1,2018,2,10,7,26.22249444,-80.1303
12,120077,3,1,2018,4,11,21,28.24458889,-82.2174
12,120078,8,1,2018,2,19,5,26.06570556,-81.703
12,120079,4,1,2018,5,8,47,27.78386944,-82.3348
12,120080,13,1,2018,7,9,10,30.36501111,-83.2335
12,120082,10,1,2018,4,19,40,25.84805,-80.3028
12,120083,14,1,2018,1,20,20,28.53618333,-81.3106
12,120084,6,1,2018,7,16,10,27.99611944,-82.4284
12,120085,8,1,2018,2,22,5,27.84478333,-82.7
12,120086,10,1,2018,4,19,41,26.43979722,-80.0737
12,120087,11,1,2018,5,7,32,28.03614444,-82.3028
12,120088,12,1,2018,6,16,24,26.00659167,-80.3927
12,120089,5,1,2018,6,0,35,25.81065556,-80.1656
12,120090,7,1,2018,1,1,19,28.83088056,-81.5225
12,120091,11,1,2018,5,21,55,30.10408056,-81.4782
12,120092,12,1,2018,6,12,30,30.33125,-81.6552
12,120093,11,1,2018,5,23,5,27.31616111,-81.9825
12,120094,10,1,2018,4,6,58,28.11308056,-82.2449
12,120095,12,1,2018,6,21,0,30.48686944,-87.3202
12,120096,11,1,2018,5,18,15,25.84075278,-80.2825
12,120097,14,1,2018,1,1,58,26.46154167,-80.0877
12,120098,17,1,2018,4,6,18,30.53607778,-86.9025
12,120099,9,1,2018,3,16,45,26.91776111,-82.2261
12,120100,6,1,2018,7,20,36,27.87181944,-81.9734
12,120101,11,1,2018,5,18,55,26.10719722,-80.1611
12,120103,13,1,2018,7,15,49,30.58802778,-84.5926
12,120104,8,1,2018,2,18,27,27.11273056,-82.3213
12,120105,10,1,2018,4,21,50,28.25853889,-80.7265
12,120106,1,1,2018,2,18,4,28.61800833,-81.4401
12,120107,11,1,2018,5,15,1,28.50181944,-82.5898
12,120108,21,1,2018,1,3,57,30.16648889,-81.6277
12,120109,20,1,2018,7,19,38,26.03360556,-80.1435
12,120110,15,1,2018,2,15,50,28.25550833,-82.1462
12,120111,12,1,2018,6,19,30,30.77977222,-86.4205
12,120112,16,1,2018,3,7,50,27.98880556,-82.4142
12,120113,11,1,2018,5,19,22,25.81836667,-80.2407
12,120114,11,1,2018,5,4,5,27.80931389,-82.7369
12,120115,3,1,2018,4,3,7,29.52843889,-82.3143
12,120116,4,1,2018,5,22,51,27.01786389,-81.0685
12,120117,10,1,2018,4,7,25,27.72550278,-80.4231
12,120118,21,1,2018,1,6,30,29.32564722,-82.4538
12,120119,24,1,2018,4,0,31,29.716575,-81.6031
12,120120,22,1,2018,2,20,45,30.25601111,-85.5867
12,120121,15,1,2018,2,10,6,26.02430278,-80.2293
12,120122,14,1,2018,1,0,4,26.14328889,-80.2569
12,120123,19,1,2018,6,18,16,30.52970556,-87.4297
12,120124,7,1,2018,1,4,0,26.72273056,-80.8465
12,120126,14,1,2018,1,18,52,29.28968056,-82.5353
12,120127,3,1,2018,4,16,20,27.10464444,-80.28
12,120128,24,1,2018,4,1,8,28.05195833,-82.3562
12,120129,9,1,2018,3,6,58,26.09619167,-80.239
12,120130,11,1,2018,5,10,27,26.04643611,-80.2166
12,120131,11,1,2018,5,19,4,26.31196389,-80.1866
12,120133,24,1,2018,4,6,31,27.9377,-82.286
12,120134,11,1,2018,5,9,8,30.53678056,-83.9332
12,120135,21,1,2018,1,0,24,29.59496944,-81.2454
12,120136,22,1,2018,2,18,56,26.00908611,-80.2486
12,120138,14,1,2018,1,0,10,28.01978889,-82.623
12,120139,10,1,2018,4,18,36,28.49906944,-81.2937
12,120140,12,1,2018,6,4,24,29.86978889,-81.3974
12,120141,14,1,2018,1,0,49,25.89878333,-80.1991
12,120142,24,1,2018,4,14,3,27.47102778,-82.7006
12,120143,13,1,2018,7,22,5,28.11905278,-81.4522
12,120144,13,1,2018,7,2,40,28.19437778,-81.4661
12,120145,13,1,2018,7,1,25,29.50893056,-81.6707
12,120146,18,1,2018,5,1,0,30.83717778,-85.8911
12,120147,3,1,2018,4,13,2,28.89538889,-82.5575
12,120148,24,1,2018,4,19,29,26.22470556,-80.1232
12,120149,19,1,2018,6,19,0,27.20926944,-81.1856
12,120150,25,1,2018,5,22,30,27.4227,-82.5755
12,120151,12,1,2018,6,8,29,28.10139722,-82.5024
12,120152,26,1,2018,6,6,5,30.3646,-81.6525
12,120153,22,1,2018,2,15,56,29.60275,-83.0163
12,120154,27,1,2018,7,18,10,30.53471111,-87.3377
12,120155,24,1,2018,4,14,25,30.49134444,-87.2483
12,120156,1,1,2018,2,0,15,28.62041111,-81.7602
12,120157,22,1,2018,2,22,32,28.61876944,-81.2579
12,120158,13,1,2018,7,3,45,27.7451,-81.0538
12,120159,21,1,2018,1,19,56,28.26400556,-81.3318
12,120160,22,1,2018,2,17,12,29.028725,-80.9632
12,120161,14,1,2018,1,6,42,25.59941111,-80.3537
12,120162,21,1,2018,1,20,10,27.93791944,-82.2612
12,120163,24,1,2018,4,2,5,28.55556944,-81.2666
12,120164,18,1,2018,5,15,45,25.53388611,-80.3705
12,120165,21,1,2018,1,0,5,29.18649444,-81.4238
12,120166,19,1,2018,6,17,3,27.08973333,-82.4317
12,120167,21,1,2018,1,2,33,29.00945556,-80.9852
12,120168,22,1,2018,2,14,18,28.10662778,-81.6291
12,120169,27,1,2018,7,13,34,29.08806944,-81.3253
12,120170,8,1,2018,2,1,27,28.493925,-81.3969
12,120171,25,1,2018,5,21,27,26.59756111,-81.8411
12,120173,24,1,2018,4,18,0,27.83944444,-82.6387
12,120174,29,1,2018,2,19,2,30.39999722,-81.6833
12,120175,23,1,2018,3,19,45,27.83560833,-82.6975
12,120176,27,1,2018,7,18,35,30.49962778,-85.6612
12,120177,20,1,2018,7,9,46,27.85102222,-82.7001
12,120178,31,1,2018,4,21,59,26.08229444,-80.3544
12,120179,5,1,2018,6,21,15,30.42023889,-87.2312
12,120180,22,1,2018,2,20,30,27.85710556,-82.6966
12,120181,16,1,2018,3,11,15,28.89796944,-81.9903
12,120182,22,1,2018,2,13,8,27.18378889,-82.4819
12,120183,21,1,2018,1,23,31,28.30453889,-81.4041
12,120184,2,2,2018,6,20,25,27.91925556,-80.6774
12,120185,30,1,2018,3,12,46,29.44154167,-82.4661
12,120186,28,1,2018,1,1,47,25.87328333,-80.2087
12,120187,2,2,2018,6,12,38,27.65171389,-80.3836
12,120188,13,1,2018,7,11,41,26.78041944,-80.0566
12,120189,25,1,2018,5,21,2,28.66944167,-81.4432
12,120190,15,1,2018,2,20,55,26.66476944,-81.6465
12,120191,4,1,2018,5,18,22,28.52664444,-82.5115
12,120192,14,1,2018,1,7,18,29.94768056,-82.1417
12,120194,20,1,2018,7,4,0,29.863075,-81.9439
12,120196,28,1,2018,1,20,8,28.32958333,-82.5888
12,120197,19,1,2018,6,17,45,29.219475,-81.8886
12,120198,27,1,2018,7,6,51,28.093675,-82.7395
12,120199,3,2,2018,7,13,50,27.50815833,-81.4926
12,120200,12,1,2018,6,15,10,29.00396389,-81.4283
12,120201,13,1,2018,7,18,30,27.90099167,-81.8256
12,120202,1,2,2018,5,18,44,30.11867222,-81.611
12,120205,2,2,2018,6,22,58,26.65598056,-80.056
12,120207,30,1,2018,3,2,10,26.54888889,-81.9134
12,120208,19,1,2018,6,6,40,30.39161111,-81.7306
12,120210,3,1,2018,4,16,26,28.85054167,-82.3778
12,120211,12,1,2018,6,14,4,28.53836111,-82.5663
12,120212,8,1,2018,2,18,25,28.99098333,-82.1603
12,120213,3,1,2018,4,21,57,25.983925,-80.1655
12,120214,24,1,2018,4,10,2,26.01072778,-80.1801
12,120215,20,1,2018,7,21,58,30.47340833,-84.293
12,120216,27,1,2018,7,6,25,26.17357778,-80.313
12,120217,23,1,2018,3,13,15,28.14467778,-81.2674
12,120218,13,1,2018,7,20,2,28.12139722,-81.6009
12,120219,1,2,2018,5,11,58,29.67912778,-83.366
12,120220,30,1,2018,3,14,40,30.20948333,-81.9605
12,120221,4,2,2018,1,14,17,30.50845,-84.3373
12,120222,25,1,2018,5,19,10,29.67841944,-82.583
12,120223,2,2,2018,6,19,8,28.47263889,-81.39
12,120224,6,2,2018,3,10,10,30.388375,-81.7175
12,120225,27,1,2018,7,21,41,27.92721944,-82.0552
12,120226,29,1,2018,2,21,33,26.48561944,-81.4347
12,120227,4,2,2018,1,23,6,27.75279722,-82.6793
12,120228,21,1,2018,1,18,27,28.31626111,-81.4737
12,120229,1,2,2018,5,2,52,30.28386111,-81.8082
12,120230,18,1,2018,5,11,13,30.02388056,-81.7061
12,120231,6,1,2018,7,7,44,27.97964444,-81.6307
12,120232,25,1,2018,5,18,50,29.34563889,-82.1487
12,120234,31,1,2018,4,15,56,29.39786111,-82.8888
12,120235,26,1,2018,6,23,42,27.29647222,-80.217
12,120236,26,1,2018,6,17,10,26.84694722,-81.7596
12,120237,23,1,2018,3,18,38,28.85801667,-82.3324
12,120238,11,2,2018,1,21,50,30.18961944,-85.6669
12,120239,10,2,2018,7,20,15,26.165375,-80.1946
12,120240,15,1,2018,2,5,15,26.21019444,-80.1374
12,120241,8,2,2018,5,17,36,27.46336944,-82.6686
12,120242,5,2,2018,2,20,29,26.17783889,-80.24
12,120243,27,1,2018,7,12,40,27.16163056,-80.4197
12,120244,8,2,2018,5,14,20,30.47718889,-87.2299
12,120245,7,2,2018,4,21,50,27.80394722,-82.6796
12,120246,1,2,2018,5,19,40,26.63382778,-80.0884
12,120247,3,2,2018,7,3,24,28.65468611,-81.4702
12,120248,7,1,2018,1,7,40,30.29755,-86.0584
12,120249,20,1,2018,7,4,52,27.474475,-80.5596
12,120250,7,2,2018,4,21,10,27.88740833,-81.5996
12,120252,13,1,2018,7,9,40,25.55190833,-80.3359
12,120254,2,2,2018,6,18,10,26.61757222,-80.0912
12,120255,12,2,2018,2,19,20,27.99601667,-82.4765
12,120256,10,1,2018,4,22,35,29.61823056,-81.6478
12,120258,5,2,2018,2,19,40,27.24243889,-80.2535
12,120259,8,2,2018,5,6,0,30.47695278,-86.0392
12,120260,13,1,2018,7,4,15,30.17188889,-81.7465
12,120261,6,2,2018,3,12,24,26.38688056,-81.8089
12,120262,7,1,2018,1,10,11,28.33141111,-82.6868
12,120263,8,2,2018,5,22,43,28.3311,-82.6778
12,120264,6,2,2018,3,15,35,28.10116944,-80.8979
12,120265,26,1,2018,6,16,0,28.25854167,-81.8261
12,120266,17,1,2018,4,8,40,29.45432222,-81.2193
12,120267,2,2,2018,6,16,45,30.41666389,-82
12,120270,13,2,2018,3,12,40,26.05740278,-80.3133
12,120271,2,2,2018,6,21,26,28.54602222,-81.523
12,120272,9,2,2018,6,23,59,26.65171389,-81.9725
12,120274,15,2,2018,5,2,25,30.16125833,-81.6
12,120275,26,1,2018,6,19,0,26.68261111,-81.5985
12,120276,9,2,2018,6,6,26,28.82999167,-81.9164
12,120277,14,2,2018,4,2,17,28.54018611,-81.3973
12,120278,11,2,2018,1,0,18,25.46780833,-80.4734
12,120279,12,2,2018,2,19,37,30.10295556,-82.8282
12,120280,8,2,2018,5,0,16,29.26338889,-82.192
12,120281,9,2,2018,6,5,30,25.77858056,-80.3766
12,120282,12,2,2018,2,8,15,29.68925833,-82.4357
12,120283,8,2,2018,5,6,36,28.871625,-81.2852
12,120284,9,2,2018,6,21,40,25.88444444,-80.1945
12,120285,1,1,2018,2,16,45,27.52594722,-82.5729
12,120286,23,1,2018,3,12,15,26.50665833,-80.0901
12,120287,31,1,2018,4,17,30,27.68879167,-80.8986
12,120289,10,2,2018,7,21,10,25.97097778,-80.206
12,120290,7,2,2018,4,12,13,30.16008056,-85.5912
12,120291,13,2,2018,3,5,35,25.97232222,-80.2149
12,120292,8,2,2018,5,20,15,26.12124444,-80.1871
12,120293,8,2,2018,5,23,30,26.12121944,-80.1941
12,120294,13,2,2018,3,9,43,29.93278889,-82.6637
12,120295,16,2,2018,6,7,2,27.41156111,-82.5718
12,120296,14,2,2018,4,5,25,25.85469722,-80.3066
12,120298,16,2,2018,6,18,59,27.99298333,-82.5779
12,120299,4,2,2018,1,5,0,26.39813056,-80.1025
12,120300,6,2,2018,3,7,31,30.04956944,-82.4023
12,120301,31,1,2018,4,15,25,27.84786944,-80.578
12,120302,2,2,2018,6,6,5,28.81518056,-81.5931
12,120303,15,2,2018,5,8,54,28.82765278,-81.9408
12,120305,23,1,2018,3,20,35,28.20968889,-82.7395
12,120306,18,2,2018,1,3,10,30.20307222,-81.6171
12,120307,15,2,2018,5,3,43,30.39538056,-86.5129
12,120309,15,2,2018,5,10,45,26.08306667,-81.7262
12,120310,2,2,2018,6,13,8,26.30091111,-80.2203
12,120312,9,2,2018,6,18,48,27.94766667,-82.3541
12,120313,18,2,2018,1,4,45,27.48496944,-81.9394
12,120314,14,2,2018,4,18,15,29.81423889,-81.389
12,120315,10,2,2018,7,14,23,26.99413056,-81.916
12,120316,27,1,2018,7,18,30,30.13243056,-81.7836
12,120317,29,1,2018,2,5,4,26.41858056,-81.4184
12,120318,17,2,2018,7,5,56,30.5501,-87.3803
12,120319,20,2,2018,3,16,50,29.87745833,-81.6646
12,120320,8,2,2018,5,1,45,27.89804167,-81.6031
12,120321,16,2,2018,6,19,23,30.42338056,-87.274
12,120323,11,2,2018,1,16,25,27.80519722,-81.2179
12,120324,21,2,2018,4,14,8,26.35066111,-80.116
12,120325,28,1,2018,1,4,39,26.46146111,-80.0883
12,120326,20,2,2018,3,19,46,28.360475,-80.755
12,120327,16,2,2018,6,19,1,29.64773056,-81.632
12,120328,14,2,2018,4,23,8,25.73293889,-80.3398
12,120329,12,2,2018,2,4,16,30.54598056,-84.2104
12,120331,12,2,2018,2,6,24,28.3312,-82.6579
12,120332,11,2,2018,1,19,40,28.00668056,-82.2986
12,120334,14,2,2018,4,8,5,28.83320833,-81.8889
12,120335,21,2,2018,4,14,33,27.06205556,-81.0698
12,120336,20,1,2018,7,2,17,27.26903611,-80.3674
12,120337,23,2,2018,6,4,5,29.68706667,-82.2416
12,120338,19,2,2018,2,13,10,30.56566944,-81.8463
12,120339,9,2,2018,6,4,45,29.21796944,-82.0148
12,120340,18,2,2018,1,20,45,25.84721944,-80.2035
12,120341,14,2,2018,4,16,45,27.89792222,-81.9982
12,120342,24,2,2018,7,22,59,26.88235,-82.006
12,120343,21,2,2018,4,5,54,27.91664444,-82.772
12,120344,7,1,2018,1,18,6,26.75918611,-80.0961
12,120345,12,1,2018,6,18,25,25.44786667,-80.4814
12,120346,14,1,2018,1,10,18,25.77170833,-80.2635
12,120347,11,1,2018,5,11,15,28.91059167,-82.4445
12,120348,14,1,2018,1,9,38,25.75844722,-80.2917
12,120349,17,1,2018,4,4,45,27.29505278,-80.3672
12,120350,13,1,2018,7,23,30,29.18708056,-82.136
12,120351,5,2,2018,2,8,20,27.45361944,-82.6491
12,120352,31,1,2018,4,10,47,29.21968889,-81.0474
12,120353,31,1,2018,4,7,19,25.81026111,-80.2015
12,120354,31,1,2018,4,18,6,27.4859,-82.563
12,120355,6,2,2018,3,18,53,27.37570556,-80.4891
12,120356,21,1,2018,1,12,28,28.61539444,-80.8298
12,120357,15,2,2018,5,3,37,25.77232778,-80.2391
12,120358,21,2,2018,4,2,44,25.82250833,-80.2798
12,120359,16,2,2018,6,19,7,28.02258333,-82.4504
12,120360,13,2,2018,3,19,15,26.61706111,-81.6893
12,120361,14,2,2018,4,14,27,28.62346944,-81.751
12,120363,18,2,2018,1,23,15,26.52078056,-81.5729
12,120364,17,2,2018,7,5,9,28.56044167,-80.8517
12,120365,9,2,2018,6,21,5,28.35735,-80.6691
12,120366,12,2,2018,2,19,15,27.16536944,-80.2267
12,120367,24,2,2018,7,1,35,27.97078333,-82.5784
12,120368,26,2,2018,2,5,51,26.82914167,-80.6568
12,120369,7,2,2018,4,17,35,28.43378333,-82.5945
12,120370,16,2,2018,6,19,31,29.48166389,-81.3805
12,120371,18,2,2018,1,7,7,27.35045833,-82.1656
12,120372,24,2,2018,7,21,51,28.30477222,-81.4037
12,120373,21,2,2018,4,17,0,28.09983889,-80.6129
12,120374,4,2,2018,1,9,54,28.53369444,-82.4353
12,120375,21,2,2018,4,21,50,30.39278056,-86.4975
12,120376,11,2,2018,1,22,38,26.61819444,-80.1079
12,120377,25,2,2018,1,3,26,25.64185556,-80.3828
12,120378,27,2,2018,3,5,29,28.10049167,-81.9508
12,120379,4,2,2018,1,18,23,29.02373056,-80.9633
12,120381,26,2,2018,2,6,34,27.77476667,-82.6549
12,120382,28,2,2018,4,8,0,30.44079167,-81.6051
12,120383,19,2,2018,2,23,1,26.60910278,-80.0689
12,120384,24,2,2018,7,0,50,30.319725,-81.6626
12,120385,28,2,2018,4,13,46,28.51573611,-81.3311
12,120386,23,2,2018,6,16,48,27.07056389,-80.1414
12,120387,23,2,2018,6,19,18,28.05953333,-80.5925
12,120388,25,2,2018,1,11,37,27.25326111,-81.9629
12,120389,12,2,2018,2,11,56,28.98188889,-81.9375
12,120390,26,2,2018,2,14,27,30.574775,-87.0249
12,120391,23,2,2018,6,8,12,27.47639722,-82.2991
12,120392,22,2,2018,5,14,55,28.72723056,-81.5764
12,120393,22,1,2018,2,5,18,25.96365556,-80.1495
12,120394,16,2,2018,6,21,20,28.68773889,-81.4064
12,120395,14,2,2018,4,20,40,25.94245833,-80.4302
12,120396,1,1,2018,2,1,5,26.76960833,-80.0713
12,120398,12,2,2018,2,17,15,29.01775833,-81.3715
12,120399,2,3,2018,6,3,6,27.28948056,-82.4483
12,120400,4,3,2018,1,4,42,30.25689167,-81.5817
12,120401,10,2,2018,7,4,30,25.78639167,-80.1952
12,120402,25,2,2018,1,19,26,28.05145,-82.3354
12,120403,10,2,2018,7,10,39,29.01768889,-81.347
12,120404,4,3,2018,1,11,10,30.2867,-81.7134
12,120405,2,3,2018,6,18,38,27.92333889,-82.2961
12,120406,20,2,2018,3,18,44,30.20024167,-82.0153
12,120409,17,2,2018,7,19,35,30.671975,-85.3938
12,120410,12,2,2018,2,19,0,28.79959167,-81.3277
12,120411,26,2,2018,2,23,47,27.58360833,-82.6141
12,120412,3,3,2018,7,6,5,30.13488611,-85.3406
12,120413,24,2,2018,7,20,2,30.52666944,-83.1026
12,120414,14,2,2018,4,13,20,28.13518889,-80.6879
12,120415,17,2,2018,7,8,58,27.07418056,-81.7952
12,120416,25,2,2018,1,13,5,30.35151667,-83.0348
12,120417,27,2,2018,3,0,37,27.98515556,-82.4111
12,120418,23,2,2018,6,22,25,26.13714444,-80.1353
12,120419,28,2,2018,4,22,37,27.50056944,-82.4653
12,120420,28,2,2018,4,20,40,30.46088056,-87.2905
12,120422,2,3,2018,6,19,42,28.38298889,-80.6056
12,120423,5,3,2018,2,5,16,30.28640278,-81.7391
12,120424,26,2,2018,2,18,25,28.99302222,-81.8896
12,120425,16,2,2018,6,2,40,28.98246111,-82.0768
12,120426,21,2,2018,4,20,38,29.12994444,-81.8879
